nzft_id,entity,entity_clean,transition_plan,coalitions,country_cpi,region_cpi,entity_sector_cpi,entity_subsector_cpi,aum_quartile,aum_or_total_assets
NZFT_00421,central states southeast and southwest areas pension fund,Central States Southeast and Southwest Areas Pension Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,42147.0
NZFT_00425,challenger,Challenger,True,PRI,Australia,Other Oceania,Insurer,Insurance,Medium-large,67914.0
NZFT_00426,champlain investment,Champlain Investment,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,16250.0
NZFT_00427,charles schwab corp.,Charles Schwab ,False,,United States of America,US & Canada,Bank,Universal Bank,Large,479843.0
NZFT_00428,charter hall,Charter Hall,True,PRI,Australia,Other Oceania,Asset Manager,REIT,Medium-large,50044.0
NZFT_00429,cheshire pension fund (lgps),Cheshire Pension Fund (LGPS),True,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,8296.0
NZFT_00431,cheyne capital,Cheyne Capital,False,"CA100, PRI",United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Hedge Fund,Medium-small,11802.0
NZFT_00436,chile essf-prf,Chile ESSF-PRF,False,,Chile,Latin America & Caribbean,Asset Owner,Sovereign Wealth Fund,Medium-small,13000.0
NZFT_00437,china asset management,China Asset Management,True,"CA100, PRI",China,East Asia and Pacific,Asset Manager,Asset Manager,Large,362400.0
NZFT_00438,china citic bank corp. ltd.,China Citic Bank,True,,China,East Asia and Pacific,Bank,Commercial Bank,Large,1240423.0
NZFT_00439,china construction bank corp.,China Construction Bank ,False,PRB,China,East Asia and Pacific,Bank,Commercial Bank,Large,5251487.0
NZFT_00440,china everbright bank co. ltd.,China Everbright Bank ,False,,China,East Asia and Pacific,Bank,Commercial Bank,Large,955140.0
NZFT_00441,china galaxy securities,China Galaxy Securities,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,50728.0
NZFT_00442,china guangfa bank co. ltd.,China Guangfa Bank ,False,,China,East Asia and Pacific,Bank,Commercial Bank,Large,480895.0
NZFT_00443,china investment corporation,China Investment Corporation,False,,China,East Asia and Pacific,Asset Owner,Sovereign Wealth Fund,Large,1332071.0
NZFT_00444,china life insurance (group) co,China Life Insurance,False,,China,East Asia and Pacific,Insurer,Insurance,Large,202605.0
NZFT_00445,china merchants bank co. ltd.,China Merchants Bank ,True,,China,East Asia and Pacific,Bank,Commercial Bank,Large,1825183.0
NZFT_00446,china merchants capital,China Merchants Capital,False,,China,East Asia and Pacific,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,60723.0
NZFT_00447,china minsheng banking corp. ltd.,China Minsheng Banking ,True,PRB,China,East Asia and Pacific,Bank,Commercial Bank,Large,1051668.0
NZFT_00448,china reform fund management corporation,China Reform Fund Management Corporation,False,,China,East Asia and Pacific,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,124281.0
NZFT_00449,china southern asset management,China Southern Asset Management,False,"CA100, PRI",China,East Asia and Pacific,Asset Manager,Asset Manager,Large,284000.0
NZFT_00450,china universal asset management,China Universal Asset Management,False,"CA100, PRI",China,East Asia and Pacific,Asset Manager,Asset Manager,Large,161000.0
NZFT_00451,china zheshang bank co. ltd.,China Zheshang Bank ,False,,China,East Asia and Pacific,Bank,Commercial Bank,Large,430792.0
NZFT_00453,chuangjin hexin fund management,Chuangjin Hexin Fund Management,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Medium-small,13586.0
NZFT_00454,church commissioners for england,Church Commissioners For England,False,"NZAOA, CA100, PPCA, PRI",United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,12105.0
NZFT_00457,ci financial,CI Financial,False,,Canada,US & Canada,Asset Manager,Asset Manager,Large,121800.0
NZFT_00458,cibc asset management,CIBC Asset Management,False,PRI,Canada,US & Canada,Asset Manager,Asset Manager,Large,137000.0
NZFT_00459,cic,China Investment Corporation (CIC),False,,China,East Asia and Pacific,Asset Owner,Sovereign Wealth Fund,Large,1332000.0
NZFT_00460,ciepp,CIEPP,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,9928.0
NZFT_00461,cim group,CIM Group,False,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,30200.0
NZFT_00462,cimb bank berhad,CIMB Bank Berhad,True,"NZBA, PRB",Malaysia,East Asia and Pacific,Bank,Commercial Bank,Large,140496.0
NZFT_00463,cinven,Cinven,False,PRI,United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,58545.0
NZFT_00464,cipav,LA Cipav,False,,France,Western Europe,Asset Owner,Pension Fund,Medium-small,8609.0
NZFT_00465,citadel,Citadel,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,63430.0
NZFT_00466,citi,Citi,False,"PCAF, PRB",United States of America,US & Canada,Bank,Universal Bank,Large,2352945.0
NZFT_00467,citic securities,Citic Securities,True,,China,East Asia and Pacific,Asset Manager,Asset Manager,Large,197101.0
NZFT_00473,city of chicago deferred compensation plan (dcp),City of Chicago Deferred Compensation Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,6820.0
NZFT_00474,city of montréal pension plan,City of Montréal Pension Plan,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,7351.0
NZFT_00478,city university of new york retirement plan (cuny),City University of New York Retirement Plan (CUNY),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,9192.0
NZFT_00479,civil service superannuation board,Civil Service Superannuation Board,False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,5996.0
NZFT_00480,clal pension,Clal Pension,False,,Israel,Middle East and North Africa,Asset Owner,Pension Fund,Medium-large,44929.0
NZFT_00481,clayton dubilier & rice,Clayton Dubilier & Rice,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,50039.0
NZFT_00483,clearbridge investments llc,ClearBridge Investments,True,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,148243.0
NZFT_00484,clearlake capital group,Clearlake Capital ,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,42941.0
NZFT_00486,cliffwater,Cliffwater,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,26711.0
NZFT_00488,close brothers asset management,Close Brothers Asset Management,True,"NZAM, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,19300.0
NZFT_00489,close brothers group plc,Close Brothers,True,"NZBA, PCAF",United Kingdom,Western Europe,Bank,Universal Bank,Medium-large,25532.0
NZFT_00491,cnp assurances,CNP Assurances,True,"NZAOA, CA100, PRI, PSI",France,Western Europe,Insurer,Insurance,Large,87039.0
NZFT_00492,cnpadc,CNPADC,False,,Italy,Western Europe,Asset Owner,Pension Fund,Medium-small,11084.0
NZFT_00495,co-operators,Co-Operators,False,"NZAOA, CPLC, PCAF, PSI",Canada,US & Canada,Insurer,Insurance,Medium-large,62000.0
NZFT_00497,coatue,Coatue,False,"VCA, PRI",United States of America,US & Canada,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,69500.0
NZFT_00498,coeli asset management,Coeli Asset Management,True,NZAM,Sweden,Western Europe,Asset Manager,Asset Manager,Large,70000.0
NZFT_00499,coface,COFACE,False,"NZAOA, PRI",France,Western Europe,Insurer,Insurance,Large,87039.0
NZFT_00500,cohen & steers,Cohen & Steers,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Large,85814.0
NZFT_00501,colchester global investors,Colchester Global Investors,False,PRI,United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,25000.0
NZFT_00503,colleges of applied arts & technology pension plan (caat pension plan),Colleges of Applied Arts & Technology Pension Plan (CAAT Pension Plan),False,PRI,Canada,US & Canada,Asset Owner,Pension Fund,Medium-small,14861.0
NZFT_00504,colliers international group,Colliers International Group,True,RTZ,Canada,US & Canada,Asset Manager,REIT,Medium-small,6101.0
NZFT_00505,colonial first state firstchoice superannuation fund,Colonial First State Firstchoice Superannuation Fund,True,"CA100, PRI",Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,59301.0
NZFT_00506,colorado public employees' retirement association (pera),Colorado PERA,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,63017.0
NZFT_00507,columbia threadneedle investments,Columbia Threadneedle Investments,False,"NZAM, IFRS, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Large,637000.0
NZFT_00508,columbia university retirement plan,Columbia University Retirement Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,8699.0
NZFT_00510,comgest,Comgest,False,"NZAM, CA100, PRI",France,Western Europe,Asset Manager,Asset Manager,Medium-large,29400.0
NZFT_00511,commerce trust,Commerce Trust,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,45000.0
NZFT_00512,commercial international bank (cib),Commercial International Bank (CIB),True,"NZBA, PRB",Egypt,Middle East and North Africa,Bank,Universal Bank,Medium-large,24980.0
NZFT_00513,commerzbank ag,Commerzbank ,True,"NZBA, CPLC, PCAF, PRB",Germany,Western Europe,Bank,Universal Bank,Large,599017.0
NZFT_00514,commission de la construction du québec (ccq),Commission de la Construction du Québec (CCQ),False,,Canada,US & Canada,Asset Owner,Pension Fund,Medium-large,22841.0
NZFT_00515,commonfund,Commonfund,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,29200.0
NZFT_00516,commonwealth bank of australia,Commonwealth Bank of Australia,True,"NZBA, PCAF, PRB",Australia,Other Oceania,Bank,Universal Bank,Medium-small,11685.0
NZFT_00518,commonwealth superannuation corporation (csc),Commonwealth Superannuation Corporation (CSC),False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,41977.0
NZFT_00519,community capital management,Community Capital Management,False,"NZAM, PRI",United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,4995.0
NZFT_00521,compenswiss/swiss federal social security funds,Compenswiss/Swiss Federal Social Security Funds,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-large,37460.0
NZFT_00523,connecticut retirement plans & trust funds (crptf),Connecticut Retirement Plans & Trust Funds (CEGC),False,PRI,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,49982.0
NZFT_00524,conning,Conning,False,PRI,United Kingdom,Western Europe,Asset Manager,Asset Manager,Large,190954.0
NZFT_00525,"connor, clark & lunn financial","Connor, Clark & Lunn Financial",False,PRI,Canada,US & Canada,Asset Manager,Asset Manager,Large,139000.0
NZFT_00526,contra costa county employees retirement association (cccera),Contra Costa County Employees Retirement Association (CCCERA),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,10570.0
NZFT_00528,cook county employees retirement system (ccers),Cook County Employees Retirement System (CCERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,12478.0
NZFT_00529,cooperativa de ahorro y crédito coopeuch,Cooperativa de Ahorro y Crédito Coopeuch,False,"NZBA, PCAF, PRB",Chile,Latin America & Caribbean,Bank,Universal Bank,Large,84697.0
NZFT_00530,copré-collective de prévoyance,Copré-Collective de Prévoyance,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,5239.0
NZFT_00531,cornell university retirement plan,Cornell University Retirement Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,7774.0
NZFT_00533,coronation fund managers,Coronation Fund Managers,False,"CA100, PRI",South Africa,Sub-Saharan Africa,Asset Manager,Asset Manager,Medium-large,35291.0
NZFT_00534,coutts & co.,Coutts Bank,False,"NZAM, CA100, PRI",United Kingdom,Western Europe,Bank,Universal Bank,Medium-large,48100.0
NZFT_00535,covea group,Covea Group,False,PRI,France,Western Europe,Asset Manager,Asset Manager,Large,92496.0
NZFT_00536,coöperatieve rabobank u.a.,Rabobank,True,"NZBA, CPLC, PCAF, PRB",Netherlands,Western Europe,Bank,Universal Bank,Large,685882.0
NZFT_00538,cpv/cap pensionskasse coop,CPV/CAP Pensionskasse Coop,False,,Switzerland,Western Europe,Asset Owner,Pension Fund,Medium-small,13090.0
NZFT_00540,cqs,CQS,False,"NZAM, CA100, PRI",United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Hedge Fund,Large,87039.0
NZFT_00543,credito emiliano,Credito Emiliano,False,NZBA,Italy,Western Europe,Bank,Commercial Bank,Medium-large,35860.0
NZFT_00544,crestline investors,Crestline Investors,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,20000.0
NZFT_00545,crpn,CRPN,False,,France,Western Europe,Asset Owner,Pension Fund,Medium-small,5519.0
NZFT_00546,crédit agricole assurances,Crédit Agricole Assurances,False,"NZAOA, PRI, PSI",France,Western Europe,Insurer,Insurance,Large,427914.0
NZFT_00547,crédit agricole s.a.,Crédit Agricole Group,True,"NZBA, CAFI, PRB",France,Western Europe,Bank,Universal Bank,Large,2318397.0
NZFT_00548,crédit mutuel,Crédit Mutuel,False,"NZBA, PRB",France,Western Europe,Bank,Universal Bank,Large,964835.0
NZFT_00549,crédit mutuel arkéa,Crédit Mutuel Arkéa,False,"NZBA, PRB",France,Western Europe,Bank,Universal Bank,Large,198332.0
NZFT_00550,crédito agrícola,Crédito Agrícola,True,"NZBA, PCAF, PRB",Portugal,Western Europe,Bank,Universal Bank,Medium-large,25246.0
NZFT_00553,cvc capital partners,CVC Capital Partners,True,PRI,Luxembourg,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,137000.0
NZFT_00554,d.e. shaw group,D.E. Shaw Group,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,53715.0
NZFT_00555,d1 capital partners,D1 Capital Partners,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,19100.0
NZFT_00557,dai-ichi life insurance,Dai-Ichi Life Insurance,True,"NZAOA, IFRS, PRI",Japan,East Asia and Pacific,Insurer,Insurance,Large,372691.0
NZFT_00558,daimler pension trust,Daimler Pension Trust,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-large,22656.0
NZFT_00559,daiwa asset management co.ltd.,Daiwa Asset Management ,False,"NZAM, CA100, PRI",Japan,East Asia and Pacific,Asset Manager,Asset Manager,Large,175000.0
NZFT_00562,danica pension,Danica Pension,False,"NZAOA, CIC, PRI",Denmark,Western Europe,Asset Owner,Pension Fund,Large,75174.0
NZFT_00563,danske bank a/s,Danske Bank,True,"NZAM, NZBA, CA100, IFRS, PCAF, PRB, PRI",Denmark,Western Europe,Bank,Universal Bank,Large,122138.0
NZFT_00564,daol financial group,DAOL Financial Group,False,,"Korea, Republic",East Asia and Pacific,Asset Manager,Asset Manager,Medium-small,9263.0
NZFT_00567,davidson kempner capital management,Davidson Kempner Capital Management,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,37000.0
NZFT_00568,davis advisors,Davis Advisors,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,17274.0
NZFT_00569,db trustee services limited,DB Trustee Services Limited,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,6306.0
NZFT_00570,dbs bank ltd.,DBS Bank ,False,"NZBA, IFRS",Singapore,East Asia and Pacific,Bank,Commercial Bank,Large,541844.0
NZFT_00571,dbs group holdings ltd.,DBS Group Holdings,False,,Singapore,East Asia and Pacific,Bank,Commercial Bank,Large,311663.0
NZFT_00573,deka investment gmbh deka vermögensmanagement gmbh,Deka Investment,False,NZAM,Germany,Western Europe,Asset Manager,Asset Manager,Large,311231.0
NZFT_00574,dekabank group,DekaBank Group,False,,Germany,Western Europe,Asset Manager,Asset Manager,Large,370250.0
NZFT_00576,delaware public employees retirement system (dpers),Delaware Public Employees Retirement System (DPERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,12695.0
NZFT_00577,derbyshire pension fund (lgps),Derbyshire Pension Fund (LGPS),True,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,8070.0
NZFT_00578,desjardins global asset management,Desjardins Global Asset Management,False,"NZAM, CA100, IFRS, PRI",Canada,US & Canada,Asset Manager,Asset Manager,Large,70000.0
NZFT_00579,desjardins group,Desjardins Group,False,"CPLC, PCAF, PPCA, PRB, PSI, RTZ",Canada,US & Canada,Asset Manager,Asset Manager,Large,72197.0
NZFT_00580,desjardins investments,Desjardins Investments,False,"NZAM, CPLC, PCAF, PPCA, PRB, PRI, PSI, RTZ",Canada,US & Canada,Asset Manager,Asset Manager,Medium-large,30224.0
NZFT_00583,deutsche bank ag,Deutsche Bank ,True,"NZBA, BEI, PCAF, PRB",Germany,Western Europe,Bank,Investment Bank,Large,1702208.0
NZFT_00584,deutsche post pensionsfonds,Deutsche Post Pensionsfonds,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,6253.0
NZFT_00586,devon county council pension fund,Devon County Council Pension Fund,False,PAAO,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,6634.0
NZFT_00587,dexus,Dexus,True,PRI,Australia,Other Oceania,Asset Manager,REIT,Medium-large,24554.0
NZFT_00589,diageo retirement saving plan pension trustee dac,Diageo Retirement Saving Plan Pension Trustee DAC,False,,Ireland,Western Europe,Asset Owner,Pension Fund,Medium-small,8761.0
NZFT_00590,diamond hill capital,Diamond Hill ,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,30000.0
NZFT_00592,dif capital partners,DIFCapital Partners,False,"NZAM, PRI",Netherlands,Western Europe,Asset Manager,Asset Manager,Medium-large,19000.0
NZFT_00593,dimensional fund advisors,Dimensional Fund Advisors,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Large,749622.0
NZFT_00594,district of columbia retirement board (dcrb),District of Columbia Retirement Board (DCRB),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,10277.0
NZFT_00595,dmfco,DMFCO,True,PRI,Netherlands,Western Europe,Asset Manager,Asset Manager,Medium-large,32000.0
NZFT_00596,dnb,DNB,True,"PRB, PRI",Norway,Western Europe,Asset Manager,Asset Manager,Large,96000.0
NZFT_00597,dnca investments,DNCA Investments,False,"NZAM, CA100, PRI",France,Western Europe,Asset Manager,Asset Manager,Medium-large,40200.0
NZFT_00598,dodge & cox,Dodge & Cox,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Large,322933.0
NZFT_00601,dpam,DPAM,False,"NZAM, CA100, PRI",Belgium,Western Europe,Asset Manager,Asset Manager,Medium-large,52060.0
NZFT_00602,dream unlimited,Dream Unlimited,False,"NZAM, PRI",Canada,US & Canada,Asset Manager,REIT,Medium-large,28000.0
NZFT_00603,driehaus capital,Driehaus Capital,False,PRI,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,12672.0
NZFT_00605,dsp mutual fund,DSP Mutual Fund,False,,India,South Asia,Asset Manager,Asset Manager,Medium-small,13650.0
NZFT_00606,dubai holding (dh),Dubai Holding (DH),False,,United Arab Emirates,Middle East and North Africa,Asset Owner,Sovereign Wealth Fund,Medium-large,35000.0
NZFT_00607,duke university retirement plan,Duke University Retirement Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,10806.0
NZFT_00608,dupont capital,Dupont Capital,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,20144.0
NZFT_00610,dws group,DWS Group,False,"NZAM, PRI",Germany,Western Europe,Asset Manager,Asset Manager,Large,1047418.0
NZFT_00612,dz bank ag,DZ Bank ,False,PRB,Germany,Western Europe,Bank,Commercial Bank,Large,471082.0
NZFT_00613,e fund management,E Fund Management,False,"CA100, PRI",China,East Asia and Pacific,Asset Manager,Asset Manager,Large,490000.0
NZFT_00614,e.on pensionsfonds,E.On Pensionsfonds,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,14198.0
NZFT_00616,eagle capital,Eagle Capital,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,31400.0
NZFT_00617,earnest partners,Earnest Partners,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-large,26237.0
NZFT_00618,east riding pension fund (lgps),East Riding Pension Fund (LGPS),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,6110.0
NZFT_00619,east sussex pension fund (lgps),East Sussex Pension Fund (LGPS),False,PRI,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,5741.0
NZFT_00620,eastern atlantic states carpenters pension fund,Eastern Atlantic States Carpenters Pension Fund,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,6104.0
NZFT_00622,ecofin investments,Ecofin Investments,False,"NZAM, CA100",United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,17500.0
NZFT_00624,edelweiss asset management,Edelweiss Asset Management,False,,India,South Asia,Asset Manager,Asset Manager,Medium-small,16768.0
NZFT_00625,edfg trustee limited,EDFG Trustee Limited,False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,7791.0
NZFT_00626,edgepoint investment group,Edgepoint Investment Group,False,PRI,Canada,US & Canada,Asset Manager,Asset Manager,Medium-large,19637.0
NZFT_00627,edmond de rothschild (suisse) s.a.,Edmond de Rothschild (Suisse),False,NZAM,Switzerland,Western Europe,Asset Manager,Asset Manager,Large,105961.0
NZFT_00628,educational retirement board of new mexico (erb),Educational Retirement Board of New Mexico (ERB),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,16021.0
NZFT_00629,efg international,EFG International,False,PRI,Switzerland,Western Europe,Asset Manager,Asset Manager,Large,214675.0
NZFT_00633,electrical industry joint pension fund (eijpf),Electrical Industry Joint Pension Fund (EIJPF),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,13910.0
NZFT_00634,elliott management,Elliott Management,False,,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Large,69700.0
NZFT_00637,emergency services & state super (esssuper),Emergency Services & State Super (ESSUPER),False,,Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,24556.0
NZFT_00638,emirates investment authority,Emirates Investment Authority,False,,United Arab Emirates,Middle East and North Africa,Asset Owner,Sovereign Wealth Fund,Large,91000.0
NZFT_00640,employees provident fund,Employees Provident Fund,False,PRI,Malaysia,East Asia and Pacific,Asset Owner,Pension Fund,Large,274605.0
NZFT_00641,employees retirement system of texas (ers texas),Employees Retirement System of Texas (ERS Texas),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,40039.0
NZFT_00642,employees' retirement system of alabama (ers alabama),Employees' Retirement System of Alabama (ERS Alabama),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,44169.0
NZFT_00646,eqt ab,EQT AB,False,"NZAM, PRI",Sweden,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Large,140760.0
NZFT_00647,equinor pension fund norway,Equinor Pension Fund Norway,False,,Norway,Western Europe,Asset Owner,Pension Fund,Medium-small,5394.0
NZFT_00648,equip super,Equip Super,True,"CA100, PRI",Australia,Other Oceania,Asset Owner,Pension Fund,Medium-large,21988.0
NZFT_00649,equitix,Equitix,True,"NZAM, PRI",United Kingdom,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-small,15870.0
NZFT_00650,erafp,ERAFP,True,"NZAOA, CA100",France,Western Europe,Asset Owner,Pension Fund,Medium-large,42164.0
NZFT_00651,ergo pensionskasse,ERGO Pensionskasse,False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,5313.0
NZFT_00652,erste group bank ag,Erste Group Bank,False,"NZBA, PCAF, PRB",Austria,Western Europe,Bank,Universal Bank,Large,366116.0
NZFT_00653,erste-sparinvest kapitalanlage,Erste-Sparinvest Kapitalanlage,False,,Austria,Western Europe,Asset Manager,Asset Manager,Large,74030.0
NZFT_00654,esb db pension scheme,ESB DB Pension Scheme,False,,Ireland,Western Europe,Asset Owner,Pension Fund,Medium-small,5588.0
NZFT_00655,eskom pension and provident fund,Eskom Pension and Provident Fund,True,"NZAOA, PRI",South Africa,Sub-Saharan Africa,Asset Owner,Pension Fund,Medium-small,10767.0
NZFT_00656,espiria asset management,Espiria Asset Management,False,NZAM,Sweden,Western Europe,Asset Manager,Asset Manager,Medium-small,7500.0
NZFT_00657,essex pension fund (lgps),Essex Pension Fund (LGPS),False,,United Kingdom,Western Europe,Asset Owner,Pension Fund,Medium-small,13601.0
NZFT_00659,ethiopian investment holding (eih),Ethiopian Investment Holding (EIH),False,,Ethiopia,Sub-Saharan Africa,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,46000.0
NZFT_00662,eurizon capital sgr s.p.a.,Eurizon Capital,False,"NZAM, CA100, PRI",Italy,Western Europe,Asset Manager,Asset Manager,Large,403649.0
NZFT_00663,eurobank holdings sa,Eurobank Holdings,True,"NZBA, CAFI, PRB",Greece,Western Europe,Bank,Universal Bank,Large,104690.0
NZFT_00664,european patent office (rfpss),European Patent Office (RFPSS),False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,12300.0
NZFT_00665,ev private equity,EV Private Equity,False,"NZAM, PRI",Norway,Western Europe,"PE, VC, and Hedge Fund",Private Equity and Venture Capital,Medium-large,61000.0
NZFT_00666,evangelical lutheran church in america pension plan,Evangelical Lutheran Church in America Pension Plan,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,8092.0
NZFT_00668,evangelische zusatzversorgungskasse (ezvk),Evangelische Zusatzversorgungskasse (EZVK),False,,Germany,Western Europe,Asset Owner,Pension Fund,Medium-small,11780.0
NZFT_00670,everbright securities,Everbright Securities,False,,China,East Asia and Pacific,Asset Manager,Asset Manager,Medium-large,31352.0
NZFT_00671,evli plc,Evli ,False,"NZAM, CA100, PRI",Finland,Western Europe,Asset Manager,Asset Manager,Medium-large,31352.0
NZFT_00674,exxonmobil pension trust limited,Exxonmobil Pension Trust Limited,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,7570.0
NZFT_00676,fairfax county employees retirement system (fcers),Fairfax County Employees Retirement System (FCERS),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-small,9527.0
NZFT_00681,farallon capital management,Farallon Capital Management,False,PRI,United States of America,US & Canada,"PE, VC, and Hedge Fund",Hedge Fund,Medium-large,40300.0
NZFT_00682,federal reserve retirement system,Federal Reserve Retirement System,False,,United States of America,US & Canada,Asset Owner,Pension Fund,Medium-large,37484.0
NZFT_00683,federal retirement thrift investment board (frtib),Federal Retirement Thrift Investment Board (FRTIB),False,,United States of America,US & Canada,Asset Owner,Pension Fund,Large,782835.0
NZFT_00684,federated hermes limited,Federated Hermes Limited,True,"NZAM, CA100, IFRS, PPCA, PRI",United Kingdom,Western Europe,Asset Manager,Asset Manager,Medium-large,49700.0
NZFT_00685,fefss,FEFSS,False,,Portugal,Western Europe,Asset Owner,Pension Fund,Medium-large,24504.0
NZFT_00686,"fidelidade – companhia de seguros, s.a.",Fidelidade,True,"NZAOA, PSI",Portugal,Western Europe,Insurer,Insurance,Medium-large,19167.0
NZFT_00688,fidelity international (fil),Fidelity International (FIL),False,"NZAM, CA100, PCAF, PPCA, PRI",Bermuda,US & Canada,Asset Manager,Asset Manager,Large,663000.0
NZFT_00689,fideuram asset management ireland dac,Fideuram Asset Management Ireland ,False,"NZAM, CA100, PRI",Ireland,Western Europe,Asset Manager,Asset Manager,Medium-large,40000.0
NZFT_00690,fideuram intesa sanpaolo private banking asset management sgr s.p.a.,Fideuram Intesa Sanpaolo Private Banking Asset Management,False,"NZAM, CA100",Italy,Western Europe,Asset Manager,Asset Manager,Large,408203.0
NZFT_00692,fiduciary management/milwaukee,Fiduciary Management,False,,United States of America,US & Canada,Asset Manager,Asset Manager,Medium-small,14200.0
